,Links,Note,Users,Items_offer,Items_want
28,https://rocket-league.com/trade/5ab374b3d866,| ,https://my.playstation.com/profile/O-M-K__1-_-1,~Mainframe/Clr:titanium-white/,~Offer/
29,https://rocket-league.com/trade/12a5abd6d940,| ,https://my.playstation.com/profile/Brutal-_-Turtle,~Credits/Q:10 ~Credits/Q:40 ~Credits/Q:10 ~Credits/Clr:titanium-white/Q:1650,~Dave's Bread/ ~Satellite/ ~Hot Dog/ ~Sparkles/Clr:titanium-white/
30,https://rocket-league.com/trade/ad28de88807a,| ,https://my.playstation.com/profile/Yukiddingmi,~Credits/Q:1700,~Offer/
31,https://rocket-league.com/trade/4aaee1969413,| ,https://my.playstation.com/profile/AllstarandBo,~Credits/Q:100,~Goop blueprint/ ~Blender blueprint/ ~Anodized Pearl blueprint/
32,https://rocket-league.com/trade/37d23e6b4df3,| ,https://my.playstation.com/profile/sShadowOP,~Fennec/Clr:crimson/,~Offer/ ~Credits/Q:10
33,https://rocket-league.com/trade/d9fb50b190e7,| ,https://my.playstation.com/profile/Pommor,~Credits/Q:800,~Halo/Clr:titanium-white/
34,https://rocket-league.com/trade/4ed28fe7c509,| ,https://my.playstation.com/profile/vBrendxn,~Gravity Bomb/Clr:black/ ~Fennec/Clr:purple/ ~20XX/ ~Stipple Gait/ ~Interstellar/,~Credits offer/
35,https://rocket-league.com/trade/cdffb0091b73,| ,https://my.playstation.com/profile/krunalthecow3421,~Credits/Q:1800 ~Credits/Q:1800 ~Credits/Q:1100 ~Credits/Q:1600,~Mainframe/ ~Heatwave/ ~Stipple Gait/ ~Fire God/
36,https://rocket-league.com/trade/f580528c361a,| ,https://my.playstation.com/profile/O-M-K__1-_-1,~Mainframe/Clr:titanium-white/,~Credits/Q:30000 
37,https://rocket-league.com/trade/40cc1700fa68,| ,https://my.playstation.com/profile/TheMythPooch,~Credits/Q:750 ~Credits/Q:600 ~Credits/Q:450 ~Credits/Q:250,~Halo/Clr:titanium-white/ ~Halo/Clr:crimson/ ~Halo/Clr:black/ ~Halo/Clr:sky-blue/
38,https://rocket-league.com/trade/1b48346e8a50,| ,https://my.playstation.com/profile/vBerry01,~Zomba/Clr:titanium-white/,~Non-Crate Import Offer/Q:50
39,https://rocket-league.com/trade/20e72e85653e,| ,https://my.playstation.com/profile/mur286ray,~Dissolver/,~Fennec/Clr:sky-blue/ ~Fennec/
